"Standardized_names","provinces","n.provinces","population.total","area.total","density"
"Paramoltkia doerfleri","FJ",1,3972.5,12,331.0416666666667
"Paraphalaenopsis labukensis","GD, TW",2,14090.5,21.6029,652.25039230844
"Paraphalaenopsis laycockii","TW",1,2339,3.6,649.7222222222222
"Paraphalaenopsis serpentilingua","TW",1,2339,3.6,649.7222222222222
"Parapholis incurva","SH",1,2422,0.634,3820.1892744479496
"Parapiptadenia excelsa","GD",1,11751.5,18.0029,652.7559448755478
"Parapteroceras odoratissimum","BJ, GD",2,13858,19.7029,703.3482380766284
"Paraserianthes lophantha","JS, YN, ZJ",3,18940,59,321.0169491525424
"Parkia bicolor","GD",1,11751.5,18.0029,652.7559448755478
"Parkia javanica","GD, YN",2,16422.5,57.0029,288.0993774000972
"Parkia leiophylla","YN",1,4671,39,119.76923076923077
"Parkia speciosa","FJ, HI, TW",3,7262.5,19,382.2368421052632
"Parkia timoriana","GD, TW, YN",3,18761.5,60.6029,309.58089464365565
"Parkinsonia aculeata","FJ, YN, ZJ",3,14662.5,61,240.36885245901638
"Parmentiera aculeata","GD, TW",2,14090.5,21.6029,652.25039230844
"Parnassia palustris","YN",1,4671,39,119.76923076923077
"Parodia allosiphon","TW",1,2339,3.6,649.7222222222222
"Parodia aureicentra","BJ, JS, SH",3,12778.5,12.334,1036.0385925085131
"Parodia ayopayana","TW, ZJ",2,8358,13.6,614.5588235294118
"Parodia buiningii","BJ, HB, SH, TW",4,12620,24.934,506.1361995668565
"Parodia carambeiensis","BJ",1,2106.5,1.7,1239.1176470588236
"Parodia chrysacanthion","BJ, FJ",2,6079,13.7,443.7226277372263
"Parodia comarapana","BJ, SH, TW, ZJ",4,12886.5,15.934,808.7423120371533
"Parodia concinna","BJ, FJ, GD, JS, JX, SH, TW, ZJ",8,41357,72.9369,567.0243731225211
"Parodia concinna subsp. blaauwiana","SH",1,2422,0.634,3820.1892744479496
"Parodia crassigibba","BJ, HB, TW",3,10198,24.3,419.6707818930041
"Parodia erinacea","FJ, SH, TW",3,8733.5,16.234,537.9758531477146
"Parodia erubescens","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Parodia fusca","BJ, TW",2,4445.5,5.3,838.7735849056604
"Parodia haselbergii","BJ, FJ, GD, JX, SC, SH, TW, YN, ZJ",9,45995.5,150.9369,304.73330245950456
"Parodia haselbergii subsp. graessneri","BJ, FJ, GD, HB, JS, JX, SC, SH, TW",9,49308,130.9369,376.5783365880817
"Parodia herteri","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Parodia horstii","TW",1,2339,3.6,649.7222222222222
"Parodia leninghausii","BJ, FJ, GD, HB, JX, SC, SH, TW, YN, ZJ",10,51748,169.9369,304.5130280710075
"Parodia linkii","TW",1,2339,3.6,649.7222222222222
"Parodia maasii","BJ, FJ, GD, HB, JS, JX, TW",7,38668.5,81.3029,475.61034108254444
"Parodia magnifica","BJ, FJ, GD, JX, SH, TW, YN",7,31759,91.9369,345.4434508885986
"Parodia mammulosa","FJ, GD, HB, JX, SH, TW",6,30734,70.2369,437.5762597722849
"Parodia mammulosa subsp. brasiliensis","BJ",1,2106.5,1.7,1239.1176470588236
"Parodia mammulosa subsp. submammulosus","BJ, FJ, JX, SC, SH, TW, ZJ",7,29573,93.934,314.8274320267422
"Parodia microsperma","BJ, FJ, GD, JX, SH, TW, ZJ",7,33107,62.9369,526.0348062901096
"Parodia mueller-melchersii","BJ, SC, SH, TW",4,15085,54.934,274.6022499726945
"Parodia muricata","FJ, ZJ",2,9991.5,22,454.15909090909093
"Parodia neohorstii","SH",1,2422,0.634,3820.1892744479496
"Parodia nivosa","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Parodia nothorauschii","TW",1,2339,3.6,649.7222222222222
"Parodia ocampoi","ZJ",1,6019,10,601.9
"Parodia ottonis","BJ, FJ, GD, JS, JX, SH, TW, ZJ",8,41357,72.9369,567.0243731225211
"Parodia penicellata","BJ, TW",2,4445.5,5.3,838.7735849056604
"Parodia procera","BJ, SH, ZJ",3,10547.5,12.334,855.1564780282147
"Parodia rudibuenekeri","BJ, TW",2,4445.5,5.3,838.7735849056604
"Parodia schumanniana","AH, BJ, FJ, GD, HB, JX, SC, SH, TW, YN",10,51767.5,173.9369,297.62229866118116
"Parodia scopa","BJ, FJ, GD, HB, JX, SC, SH, TW, YN, ZJ",10,51748,169.9369,304.5130280710075
"Parodia scopa subsp. neobuenekeri","BJ",1,2106.5,1.7,1239.1176470588236
"Parodia sellowii","SH, TW",2,4761,4.234,1124.4685876239962
"Parodia stuemeri","FJ, JS",2,12222.5,22,555.5681818181819
"Parodia subterranea","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Parodia subtilihamata","BJ, TW",2,4445.5,5.3,838.7735849056604
"Parodia taratensis","SH",1,2422,0.634,3820.1892744479496
"Parodia turecekiana","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Parodia werdermanniana","BJ, TW",2,4445.5,5.3,838.7735849056604
"Parodia werneri","BJ",1,2106.5,1.7,1239.1176470588236
"Parodia werneri subsp. pleiocephala","SH, TW",2,4761,4.234,1124.4685876239962
"Parrotia persica","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Parrotiopsis jacquemontiana","SH",1,2422,0.634,3820.1892744479496
"Parthenium argentatum","BJ, FJ, SC",3,14296.5,62.7,228.01435406698565
"Parthenium hysterophorus","BJ, FJ, GD, JS",4,26080.5,41.7029,625.38816245393
"Parthenocissus quinquefolia","BJ, FJ, GS, HL, JS, LN, SC, SH, TW, XJ",10,40035,346.934,115.39658840009915
"Pasithea caerulea","TW",1,2339,3.6,649.7222222222222
"Paspalum atratum","GD",1,11751.5,18.0029,652.7559448755478
"Paspalum dilatatum","SC",1,8217.5,49,167.70408163265307
"Paspalum distichum","CQ, FJ, GD, GZ, HB, JX, SC, YN, ZJ",9,51651,190.2029,271.55737373089477
"Paspalum giganteum","GD",1,11751.5,18.0029,652.7559448755478
"Paspalum notatum","BJ, FJ, GD, GX, HB, HI, HL, JX, SD, TW, ZJ",11,55617,170.7029,325.81168802638973
"Paspalum oligostachyum","YN",1,4671,39,119.76923076923077
"Paspalum scrobiculatum","CQ, FJ, GD, GX, GZ, SC, YN",7,40220,168.2029,239.11597243567144
"Paspalum urvillei","GX",1,4837,24,201.54166666666666
"Paspalum vaginatum","BJ, GD, SH, TW",4,18619,23.9369,777.8367290668382
"Passiflora adenopoda","GD, YN",2,16422.5,57.0029,288.0993774000972
"Passiflora alata","HB",1,5752.5,19,302.7631578947368
"Passiflora altebilobata","YN",1,4671,39,119.76923076923077
"Passiflora amethystina","FJ, GD, SH, TW",4,20485,34.2369,598.331040485558
"Passiflora biflora","YN",1,4671,39,119.76923076923077
"Passiflora bryonioides","AH, JL, JS, YN",4,21521.5,82,262.4573170731707
"Passiflora caerulea","BJ, FJ, GD, GX, HB, HI, JS, JX, SC, SH, TW, YN, ZJ",13,65786,207.33690000000001,317.2903617252886
"Passiflora capsularis","FJ, GD",2,15724,30.0029,524.0826720083725
"Passiflora cincinnata","GD, JX",2,16248,35.0029,464.1901099623175
"Passiflora coccinea","FJ, GD, GX, HI, JX, TW, YN",7,33018.5,117.0029,282.2024069488876
"Passiflora edulis","FJ, GD, GX, GZ, HB, HI, JS, JX, SC, SH, TW, YN, ZJ",13,67373.5,223.6369,301.2628953450884
"Passiflora edulis f. flavicarpa","FJ, GD",2,15724,30.0029,524.0826720083725
"Passiflora foetida","BJ, FJ, GD, GX, HI, JX, SC, YN",8,41003.5,164.1029,249.86456668346506
"Passiflora laurifolia","FJ",1,3972.5,12,331.0416666666667
"Passiflora ligularis","FJ",1,3972.5,12,331.0416666666667
"Passiflora mollissima","FJ",1,3972.5,12,331.0416666666667
"Passiflora morifolia","FJ",1,3972.5,12,331.0416666666667
"Passiflora quadrangularis","FJ, GX, HB, JS, JX, TW, YN",7,34318.5,124.6,275.42937399678976
"Passiflora racemosa","SH",1,2422,0.634,3820.1892744479496
"Passiflora suberosa","FJ, GD, HI, TW, YN, ZJ",6,29704,86.0029,345.38370217748474
"Passiflora tenuifila","YN",1,4671,39,119.76923076923077
"Passiflora vitifolia","TW",1,2339,3.6,649.7222222222222
"Pastinaca sativa","BJ, GD, SH, TW",4,18619,23.9369,777.8367290668382
"Paullinia cupana","TW, YN",2,7010,42.6,164.55399061032864
"Pavetta indica","YN",1,4671,39,119.76923076923077
"Pavonia candida","GD",1,11751.5,18.0029,652.7559448755478
"Pavonia hastata","JS",1,8250,10,825
"Pavonia intermedia","FJ, GD, JX, YN",4,24891.5,86.0029,289.42628678800367
"Pavonia praemorsa","BJ, GD",2,13858,19.7029,703.3482380766284
"Pavonia schimperiana","ZJ",1,6019,10,601.9
"Pavonia schrankii","GD",1,11751.5,18.0029,652.7559448755478
"Pavonia sepium","FJ",1,3972.5,12,331.0416666666667
"Pavonia spinifex","YN",1,4671,39,119.76923076923077
"Pavonia × gledhillii","BJ",1,2106.5,1.7,1239.1176470588236
"Pectinaria longipes","TW",1,2339,3.6,649.7222222222222
"Pediocactus bradyi","TW",1,2339,3.6,649.7222222222222
"Pediocactus knowltonii","TW",1,2339,3.6,649.7222222222222
"Pediocactus peeblesianus","BJ, FJ, HB, SH, TW, ZJ",6,22611.5,46.934,481.7722759619892
"Pediocactus simpsonii","ZJ",1,6019,10,601.9
"Pediocactus winkleri","SH",1,2422,0.634,3820.1892744479496
"Pelagodoxa henryana","YN",1,4671,39,119.76923076923077
"Pelargonium alternans","TW",1,2339,3.6,649.7222222222222
"Pelargonium appendiculatum","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Pelargonium articulatum","FJ",1,3972.5,12,331.0416666666667
"Pelargonium capitatum","YN",1,4671,39,119.76923076923077
"Pelargonium carnosum","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Pelargonium cotyledonis","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Pelargonium crispum","TW",1,2339,3.6,649.7222222222222
"Pelargonium crithmifolium","BJ, TW",2,4445.5,5.3,838.7735849056604
"Pelargonium domesticum","BJ, FJ, GD, JS, JX, SC, ZJ",7,44813.5,117.7029,380.73403459048166
"Pelargonium graveolens","BJ, FJ, GD, GX, GZ, HB, HI, JS, JX, SN, YN, ZJ",12,60361.5,193.1029,312.58722681016184
"Pelargonium hirtum","BJ",1,2106.5,1.7,1239.1176470588236
"Pelargonium incrassatum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Pelargonium inquinans","BJ, TW",2,4445.5,5.3,838.7735849056604
"Pelargonium klinghardtense","BJ, TW",2,4445.5,5.3,838.7735849056604
"Pelargonium lobatum","TW",1,2339,3.6,649.7222222222222
"Pelargonium odoratissimum","FJ, HB, JX, TW",4,16560.5,51.6,320.93992248062017
"Pelargonium papilionaceum","SH",1,2422,0.634,3820.1892744479496
"Pelargonium peltatum","BJ, FJ, GX, GZ, JS, JX, SH, TW, YN, ZJ",10,42807.5,135.934,314.9138552532847
"Pelargonium quinquelobatum","BJ",1,2106.5,1.7,1239.1176470588236
"Pelargonium radula","FJ, JX, ZJ",3,14488,39,371.4871794871795
"Pelargonium rapaceum","SH",1,2422,0.634,3820.1892744479496
"Pelargonium tetragonum","FJ",1,3972.5,12,331.0416666666667
"Pelargonium triste","TW",1,2339,3.6,649.7222222222222
"Pelargonium zonale","BJ, CQ, FJ, GD, GZ, JS, JX, SC, SH, SN, TW, YN, ZJ",13,64876,208.1369,311.6986944650372
"Pelargonium × hortorum","BJ, CQ, FJ, GD, GX, GZ, HB, HL, JS, JX, SC, SN, TW, YN, ZJ",15,76520,296.5029,258.0750474953196
"Pelecyphora aselliformis","FJ, GD, HB, JS, JX, SH, TW",7,38984,80.2369,485.86124339300244
"Pelecyphora strobiliformis","BJ, FJ, HB, JS, SH, TW",6,24842.5,46.934,529.3071121148847
"Pelexia obliqua","HK",1,727.7,0.1104,6591.485507246377
"Pellaea rotundifolia","SH, TW, YN",3,9432,43.234,218.16163204885044
"Pellaea viridis","TW, YN",2,7010,42.6,164.55399061032864
"Peltophorum africanum","YN",1,4671,39,119.76923076923077
"Peltophorum dubium","GD",1,11751.5,18.0029,652.7559448755478
"Peltophorum pterocarpum","FJ, GD, HI, JX, TW, YN",6,28181.5,93.0029,303.0174327897302
"Peniocereus castellae","TW",1,2339,3.6,649.7222222222222
"Peniocereus chiapensis","TW",1,2339,3.6,649.7222222222222
"Peniocereus cuixmalensis","TW",1,2339,3.6,649.7222222222222
"Peniocereus fosterianus","TW",1,2339,3.6,649.7222222222222
"Peniocereus greggii","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Peniocereus hirschtianus","TW",1,2339,3.6,649.7222222222222
"Peniocereus johnstonii","TW",1,2339,3.6,649.7222222222222
"Peniocereus lazaro-cardenasii","TW",1,2339,3.6,649.7222222222222
"Peniocereus macdougallii","TW",1,2339,3.6,649.7222222222222
"Peniocereus maculatus","FJ, TW",2,6311.5,15.6,404.5833333333333
"Peniocereus marianus","TW",1,2339,3.6,649.7222222222222
"Peniocereus oaxacensis","TW",1,2339,3.6,649.7222222222222
"Peniocereus rosei","TW",1,2339,3.6,649.7222222222222
"Peniocereus striatus","TW",1,2339,3.6,649.7222222222222
"Peniocereus tepalcatepecanus","TW",1,2339,3.6,649.7222222222222
"Peniocereus viperinus","TW",1,2339,3.6,649.7222222222222
"Peniocereus zopilotensis","TW",1,2339,3.6,649.7222222222222
"Pennisetum clandestinum","BJ, JS, SC, YN",4,23245,99.7,233.1494483450351
"Pennisetum glaucum","BJ, FJ, GD, GZ, HB, JS, JX, SC, SN, TW, XJ, YN, ZJ",13,67537.5,384.3029,175.74028194947266
"Pennisetum macrourum","BJ",1,2106.5,1.7,1239.1176470588236
"Pennisetum orientale","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Pennisetum polystachion","HI",1,951,3.4,279.70588235294116
"Pennisetum purpureum","FJ, GD, GX, HB, HI, JS, JX, SC, TW, YN",10,55238.5,195.0029,283.27014623885077
"Pennisetum setaceum","BJ, FJ, GD, SH",4,20252.5,32.3369,626.2968930231408
"Penstemon baccharifolius","BJ",1,2106.5,1.7,1239.1176470588236
"Penstemon barbatus","BJ, GD, HL, JS, LN, TW, YN",7,36911.5,133.3029,276.8994522999875
"Penstemon campanulatus","BJ, FJ, JS, TW, YN",5,21339,66.3,321.8552036199095
"Penstemon cinicola","YN",1,4671,39,119.76923076923077
"Penstemon cyananthus","JS",1,8250,10,825
"Penstemon glaber","BJ, JS",2,10356.5,11.7,885.1709401709402
"Penstemon gracilis","JS",1,8250,10,825
"Penstemon heterophyllus","BJ, JS, TW",3,12695.5,15.3,829.7712418300653
"Penstemon hirsutus","BJ, JS, TW",3,12695.5,15.3,829.7712418300653
"Penstemon isophyllus","TW",1,2339,3.6,649.7222222222222
"Penstemon laevigatus","BJ, JS, SC, SH, TW, ZJ",6,29354,74.934,391.73139029012196
"Penstemon laevigatus subsp. calycosus","JS",1,8250,10,825
"Penstemon procerus","SH",1,2422,0.634,3820.1892744479496
"Penstemon pubescens","JS",1,8250,10,825
"Penstemon smallii","JS, TW, YN",3,15260,52.6,290.1140684410646
"Penstemon stenosepalus","JS",1,8250,10,825
"Penstemon utahensis","JS",1,8250,10,825
"Penstemon venustus","JS",1,8250,10,825
"Penstemon virgatus","BJ",1,2106.5,1.7,1239.1176470588236
"Penstemon watsonii","BJ, JS",2,10356.5,11.7,885.1709401709402
"Pentacme siamensis","YN",1,4671,39,119.76923076923077
"Pentadesma butyracea","FJ, GD, YN",3,20395,69.0029,295.5672877516742
"Pentalinon luteum","BJ, FJ, GD, TW, YN",5,24840.5,74.3029,334.3140038948682
"Pentapetes phoenicea","BJ, FJ, GD, GZ, JS, JX, XJ, YN, ZJ",9,47368.5,291.7029,162.38611271948272
"Pentas lanceolata","BJ, FJ, GD, HI, JS, JX, SC, TW, YN",9,46755.5,153.7029,304.19400024332657
"Pentaspadon motleyi","GD",1,11751.5,18.0029,652.7559448755478
"Peperomia argyreia","BJ, FJ, GD, GX, HI, JS, JX, SC, TW, YN, ZJ",11,57611.5,187.7029,306.92919502042855
"Peperomia argyroneura","BJ",1,2106.5,1.7,1239.1176470588236
"Peperomia asperula","FJ, TW",2,6311.5,15.6,404.5833333333333
"Peperomia bicolor","TW",1,2339,3.6,649.7222222222222
"Peperomia caperata","BJ, FJ, GD, GX, JS, JX, SC, TW, YN, ZJ",10,56660.5,184.3029,307.43140775321496
"Peperomia clusiifolia","BJ, FJ, GD, HB, SC, SH, TW, YN",8,41232.5,142.9369,288.466449181422
"Peperomia columella","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Peperomia dolabriformis","BJ, FJ, HB, SH, TW",5,16592.5,36.934,449.24730600530677
"Peperomia fenzlei","YN",1,4671,39,119.76923076923077
"Peperomia ferreyrae","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Peperomia glabella","BJ, FJ, GD, TW",4,20169.5,35.3029,571.3270014644689
"Peperomia graveolens","GD, SH",2,14173.5,18.6369,760.5073805192924
"Peperomia griseoargentia","YN",1,4671,39,119.76923076923077
"Peperomia incana","GD, JX, TW",3,18587,38.6029,481.4923231156209
"Peperomia johnsonii","GD",1,11751.5,18.0029,652.7559448755478
"Peperomia macrostachya","TW",1,2339,3.6,649.7222222222222
"Peperomia mahanana","YN",1,4671,39,119.76923076923077
"Peperomia marmorata","GD",1,11751.5,18.0029,652.7559448755478
"Peperomia meridana","TW",1,2339,3.6,649.7222222222222
"Peperomia nivalis","BJ, FJ",2,6079,13.7,443.7226277372263
"Peperomia obliqua","JS",1,8250,10,825
"Peperomia obtusifolia","BJ, FJ, GD, HB, HI, JS, JX, SH, TW, YN, ZJ",11,52731.5,134.33690000000001,392.5317615636508
"Peperomia orba","TW, YN",2,7010,42.6,164.55399061032864
"Peperomia pellucida","BJ, FJ, GD, GX, HB, JX, YN, ZJ",8,43606.5,140.7029,309.9189853229749
"Peperomia pereskiifolia","TW",1,2339,3.6,649.7222222222222
"Peperomia polybotrya","FJ, GD, SH, TW, YN",5,25156,73.2369,343.4880504226694
"Peperomia pseudovariegata","YN",1,4671,39,119.76923076923077
"Peperomia rotundifolia","FJ, TW",2,6311.5,15.6,404.5833333333333
"Peperomia serpens","BJ, FJ, GD, HB, HI, JS, JX, SC, TW, YN",10,52508,172.7029,304.036585372915
"Peperomia tetragona","FJ, GD, SH, TW, YN",5,25156,73.2369,343.4880504226694
"Peperomia tetraphylla","BJ, FJ, GD, GX, GZ, JS, JX, SC, YN, ZJ",10,58015.5,198.7029,291.97107842915227
"Peperomia tithymaloides","BJ, GD, GX, SC, ZJ",5,32931.5,102.7029,320.64819980740566
"Peperomia verschaffeltii","JX, TW",2,6835.5,20.6,331.82038834951453
"Peponium caledonicum","BJ",1,2106.5,1.7,1239.1176470588236
"Pereskia aculeata","BJ, FJ, GD, JS, JX, SC, SH, TW, YN, ZJ",10,54245.5,160.9369,337.0606740902801
"Pereskia bleo","FJ, GD, JX, TW, YN",5,27230.5,89.6029,303.90199424348987
"Pereskia grandifolia","FJ, JX, TW, YN",4,15479,71.6,216.18715083798884
"Pereskia horrida","FJ",1,3972.5,12,331.0416666666667
"Pereskia sacharosa","FJ, GD, JX",3,20220.5,47.0029,430.19686019373273
"Pereskiopsis diguetii","BJ, FJ",2,6079,13.7,443.7226277372263
"Pericallis cruenta","FJ, TW",2,6311.5,15.6,404.5833333333333
"Pericallis hybrida","BJ, FJ, GD, GX, GZ, HB, JS, JX, SC, SH, SN, TW, XJ, YN, ZJ",15,74796.5,408.9369,182.90474642909456
"Pericopsis mooniana","YN",1,4671,39,119.76923076923077
"Periploca graeca","JS, SN",2,12110,31,390.64516129032256
"Peristeria elata","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Peristeria lindenii","BJ",1,2106.5,1.7,1239.1176470588236
"Peristrophe speciosa","GD",1,11751.5,18.0029,652.7559448755478
"Persea americana","BJ, FJ, GD, GX, HI, JS, JX, SC, TW, YN, ZJ",11,57611.5,187.7029,306.92919502042855
"Persea borbonia","ZJ",1,6019,10,601.9
"Persea indica","FJ, YN, ZJ",3,14662.5,61,240.36885245901638
"Persicaria acuminata","YN",1,4671,39,119.76923076923077
"Persicaria minor","FJ, HB",2,9725,31,313.7096774193548
"Persicaria pensylvanica","JS",1,8250,10,825
"Pescatoria cerina","BJ, TW",2,4445.5,5.3,838.7735849056604
"Pescatoria dayana","BJ, TW",2,4445.5,5.3,838.7735849056604
"Pescatoria wallisii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Petiveria alliacea","YN",1,4671,39,119.76923076923077
"Petopentia natalensis","TW",1,2339,3.6,649.7222222222222
"Petraeovitex bambusetorum","TW",1,2339,3.6,649.7222222222222
"Petraeovitex wolfei","YN",1,4671,39,119.76923076923077
"Petrea volubilis","BJ, FJ, GD, JS, JX, TW, YN, ZJ",8,43606,111.3029,391.7777524215452
"Petronymphe decora","TW",1,2339,3.6,649.7222222222222
"Petrorhagia prolifera","JS",1,8250,10,825
"Petroselinum crispum","BJ, FJ, JS, SH, TW",5,19090,27.934,683.3965776473115
"Petunia axillaris","BJ, JS",2,10356.5,11.7,885.1709401709402
"Petunia hybrida","FJ, SC",2,12190,61,199.8360655737705
"Petunia integrifolia","FJ",1,3972.5,12,331.0416666666667
"Petunia × atkinsiana","BJ, FJ, GD, GX, HB, HI, HL, JL, JS, JX, LN, SC, TW, XJ, YN, ZJ",16,76127,452.7029,168.161061040254
"Peucedanum ostruthium","BJ",1,2106.5,1.7,1239.1176470588236
"Pfeiffera ianthothele","GD, JX, SH, TW",4,21009,39.2369,535.4398538110809
"Pfeiffera miyagawae","TW",1,2339,3.6,649.7222222222222
"Phacelia campanularia","TW",1,2339,3.6,649.7222222222222
"Phacelia tanacetifolia","TW",1,2339,3.6,649.7222222222222
"Phaedranassa viridiflora","TW",1,2339,3.6,649.7222222222222
"Phaenocoma prolifera","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis amabilis","BJ, FJ, GD, HI, JX, SH, TW, YN, ZJ",9,38729,105.3369,367.66793023147636
"Phalaenopsis amboinensis","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis celebensis","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis cornu-cervi","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Phalaenopsis fasciata","BJ, TW",2,4445.5,5.3,838.7735849056604
"Phalaenopsis fimbriata","BJ, TW",2,4445.5,5.3,838.7735849056604
"Phalaenopsis finleyi","FJ, TW",2,6311.5,15.6,404.5833333333333
"Phalaenopsis floresensis","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis gigantea","HB, TW",2,8091.5,22.6,358.0309734513274
"Phalaenopsis hieroglyphica","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis inscriptiosinensis","BJ",1,2106.5,1.7,1239.1176470588236
"Phalaenopsis javanica","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis lindenii","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis lueddemanniana","BJ, TW",2,4445.5,5.3,838.7735849056604
"Phalaenopsis mariae","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis micholitzii","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis modesta","BJ, TW",2,4445.5,5.3,838.7735849056604
"Phalaenopsis pallens","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis pulchra","GD, TW",2,14090.5,21.6029,652.25039230844
"Phalaenopsis schilleriana","GD, TW, YN",3,18761.5,60.6029,309.58089464365565
"Phalaenopsis speciosa","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis stuartiana","SH, TW",2,4761,4.234,1124.4685876239962
"Phalaenopsis sumatrana","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis tetraspis","GD, TW",2,14090.5,21.6029,652.25039230844
"Phalaenopsis venosa","TW",1,2339,3.6,649.7222222222222
"Phalaenopsis violacea","GD, SH, TW",3,16512.5,22.236900000000002,742.5720311734099
"Phalaenopsis viridis","TW",1,2339,3.6,649.7222222222222
"Phalaris arundinacea","BJ, GD, HB, HL, JX, LN, NM, SC, SH, XJ, YN, ZJ",12,58074,499.3369,116.30224003072875
"Phalaris canariensis","TW",1,2339,3.6,649.7222222222222
"Phalaris coerulescens","SC",1,8217.5,49,167.70408163265307
"Phaleria capitata","GD",1,11751.5,18.0029,652.7559448755478
"Phaleria macrocarpa","GD",1,11751.5,18.0029,652.7559448755478
"Phaleria octandra","GD, YN",2,16422.5,57.0029,288.0993774000972
"Pharbitis tricolor","TW",1,2339,3.6,649.7222222222222
"Phaseolus coccineus","BJ, FJ, GS, GX, GZ, HB, HL, HN, JL, JX, NM, SC, SN, SX, TW, XJ, YN",17,67494.5,633.3,106.57587241433761
"Phaseolus lunatus","BJ, FJ, GD, GX, JS, JX, TW, YN",8,42424,125.3029,338.5715733634258
"Phaseolus vulgaris","AH, BJ, CQ, FJ, GD, GS, GX, GZ, HA, HB, HE, HI, HL, HN, JL, JS, JX, LN, NM, NX, QH, SC, SD, SH, SN, SX, TJ, TW, XJ, YN, ZJ",31,139913,844.3369,165.7075510971983
